feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169,feature_170,feature_171,feature_172,feature_173,feature_174,feature_175,feature_176,feature_177,feature_178,feature_179,feature_180,feature_181,feature_182,id,label
0.05,0.1,0,0.1,1.15,0,1.2,32.35,0,2.65,4.4,0,1.5,16.25,0,0.05,1,0,3.85,36.75,0,3.125,32.2,0,5.389803844,51.60833121,0,50,46.32084717,38.79804095,0.090909091,0.090909091,0,0.181818182,1.909090909,0,1,46.27272727,0,3.727272727,8,0,2.090909091,24.18181818,0,0.090909091,1.545454545,0,4.727272727,54.27272727,0,4.954545455,48.54545455,0,7.773215183,77.03260487,0,50,45.87091816,43.01078366,0.2,0,0,0,1.4,0,2.2,32.2,0,0,12.8,0,0.8,16.8,0,0,1.4,0,2.2,45,0,1.2,38.5,0,2.89687375,62.54997263,0,48.18181818,43.01740812,38.47690178,0.5,0,0,0,0.5,0,5.5,29,0,0,0,0,2,9,0,0,1,0,5.5,29,0,3,18.25,0,7.242184375,33.7156483,0,47.05882353,40.31882052,37.39224138,20,24,44,36.82608696,24,97,60.00847458,24,97,60.15254237,24,97,58.9137931,0.714,0.58340678,0.34322188,0.664933498,3.770956522,3.81570339,3.419329738,3.227210591,3.043478261,3.173728814,3.434514638,3.380541872,85,85,85,85,1,1,0.997945557,0.99589491,91.55757898,86.45183555,93.74356613,94.73994184,36,170,166,158,143,0.666666667,0.733333333,0.714285714,0.666666667,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1546,5.32
0,0.2,0,1,4.8,0,0,28.4,0,8,4,0,3.2,15.2,0,0,0,0,8,32.4,0,12.3,53,0,17.34466189,72.15204056,0,50,47.36507937,43.84033613,0,0.2,0,1,4.8,0,0,28.4,0,8,4,0,3.2,15.2,0,0,0,0,8,32.4,0,12.3,53,0,17.34466189,72.15204056,0,50,45.5,43.84033613,0,0.5,0,0,3,0,0,39.5,0,0,0,0,0,16.5,0,0,0,0,0,39.5,0,0,45.25,0,0,68.08475246,0,48.18181818,44.68085106,23.57142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,37,100,61.29113924,37,100,74.94059406,37,100,74.94059406,,0,0.023777228,0.023777228,,6.972113924,8.73440099,8.73440099,,5.126582278,4.95049505,4.95049505,,-101.0464135,-101.5841584,-101.5841584,,1,0.995049505,0.995049505,,79.97385323,89.29937954,89.29937954,23,81,77,69,54,0.166666667,0.333333333,0.285714286,,1,0,0,0,1,0,0,0,1,0,0,0,,,,,1547,0.02
0,0,0,0.066666667,1.066666667,0.066666667,0,32.06666667,1.8,1.6,7.866666667,0.733333333,0.733333333,19.13333333,0.933333333,0.2,1.333333333,0.066666667,1.6,39.93333333,2.533333333,2.033333333,65.36666667,2,3.347523447,102.7204879,4.06736371,49.30415264,48.97883598,44.26199469,0,0,0,0.125,0.25,0.125,0,19.25,3.375,3,14.75,1.375,1.375,15.625,1.75,0.375,1.125,0.125,3,34,4.75,3.8125,54.875,3.75,6.276606463,85.2496216,7.626306956,48.6952862,47.03125,39.38172219,0,0,0,0.25,0.25,0.25,0,18.75,6.75,6,24,2.75,2.75,18.5,3.5,0.75,1.25,0.25,6,42.75,9.5,7.625,56.75,7.5,12.55321293,92.148139,15.25261391,46.48148148,46.09042553,37.91928853,0,0,0,0,0.333333333,0.333333333,0,25,9,6.666666667,6.333333333,3.666666667,3,11.33333333,4.666666667,1,1,0.333333333,6.666666667,31.33333333,12.66666667,5,44.83333333,10,10.28575565,73.05234284,20.33681855,45.54037103,44.51600312,33.24303406,15,18,84,48.35526316,18,84,48.69957082,18,87,53.69461078,18,99,61.72314675,0,0,0,0.098089259,3.658302632,3.956429185,4.723431138,5.088046899,5.289473684,5.334763948,5.550898204,5.685325265,-102.3223684,-103.2317597,-103.1746507,-103.9768028,1,1,1,1,62.79243028,64.46222887,65.54295358,66.44549944,23,81,77,69,54,0.5,0.533333333,0.571428571,1,2,1,1,0,2,1,1,0,2,1,1,0,2,1,1,0,1548,19.62
0,0.066666667,0.166666667,0.066666667,0.033333333,0.033333333,42.33333333,38.7,31.36666667,12.9,13.23333333,10.33333333,30.1,29,23.96666667,1.566666667,1.366666667,0.633333333,55.23333333,51.93333333,41.7,87.4,84.65,72.63333333,153.4388665,145.5396208,117.6674026,59.09561283,55.74978452,56.04385094,0,0,0.066666667,0.133333333,0.066666667,0.066666667,51.33333333,48.86666667,35.46666667,15.46666667,15.13333333,11.8,34.73333333,34.2,26.86666667,1.8,1.933333333,0.8,66.8,64,47.26666667,98.73333333,96.56666667,79.8,186.280971,176.8073317,134.4210501,57.37741558,52.53185473,52.64725688,0,0,0,0.142857143,0,0,56,47.71428571,38.71428571,23.14285714,17.42857143,14,39,32.85714286,29.14285714,2,2.285714286,1.142857143,79.14285714,65.14285714,52.71428571,99.14285714,82.21428571,79.71428571,204.0761337,164.2328601,139.8252726,55.80284321,49.64180682,49.03318195,0,0,0,0,0,0,53.66666667,49.66666667,34,30.66666667,19.33333333,13.66666667,42.66666667,39.33333333,29,2,3.666666667,0.333333333,84.33333333,69,47.66666667,100.5,93.66666667,88,211.7625756,174.6001295,136.3892846,61.19015357,50.67123468,55.60744366,30,22,93,57.29021559,19,96,52.58520667,18,96,50.51928117,18,96,49.18226601,0.057598673,0.068905004,0.045338076,0.036007165,4.540046434,4.300432197,4.952943467,5.058261084,5.296849088,5.345177665,5.524148259,5.620689655,85,85,85,85,0.894693201,0.928281363,0.961880694,0.974077688,42.85014776,38.78896053,39.98316793,42.47011774,31,123,119,111,96,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1549,65.32
0.448275862,0.172413793,0.275862069,16.51724138,3.482758621,14.48275862,71.34482759,18.44827586,57.86206897,19.96551724,3.517241379,13,60.72413793,13.79310345,52.03448276,0,0,0,91.31034483,21.96551724,70.86206897,148.0862069,31.03448276,129.3103448,181.1967123,38.90392811,149.7700599,73.60869789,67.49953331,61.4662156,0.4,0.266666667,0.2,15.86666667,3,13.93333333,70.8,14.6,56.26666667,24.4,4.133333333,13.13333333,63.73333333,11.33333333,51.2,0,0,0,95.2,18.73333333,69.4,151.3,25.4,124.0333333,188.1181789,33.08396256,145.5580266,74.35808466,67.44714347,56.46832274,0.571428571,0,0.285714286,14.85714286,2.142857143,12.85714286,71.14285714,12,54.28571429,26,0.285714286,18.42857143,63.28571429,7.571428571,52.71428571,0,0,0,97.14285714,12.28571429,72.71428571,149.7857143,18.5,127.2142857,192.240894,23.54903182,150.4383283,71.95787692,65.52754067,63.47511312,0.666666667,0,0,14,1.333333333,13.33333333,67,8.333333333,53.33333333,27.33333333,0.666666667,12.33333333,59,7,47,0,0,0,94.33333333,9,65.66666667,139.5,13.16666667,113.5,177.4861598,16.08941482,135.1759685,70.88608308,63.51266278,73.25,29,50,99,68.12820513,48,100,69.41490196,44,100,68.76654545,44,100,70.16217228,0.022469428,0.067054118,0.070304364,0.132195318,9.695467456,10.63572706,10.95661564,13.16554176,4.17357002,3.851764706,3.909090909,3.937640449,-74.98221344,-74.25510204,-74.2088032,-75.26234545,1,0.998431373,0.999272727,0.999625468,83.80188802,81.15547678,85.92536144,87.50588257,40,276,272,264,249,0.966666667,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1550,46.35
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0.726182583,0,0,50,0,49.09090909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0.726182583,0,0,50,0,47.22222222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0.726182583,0,0,48.18181818,0,44.11764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,70,70,70,70,70,70,70,70,70,,0,0,0,,0,0,0,,3,3,3,,-79,-79,-79,,1,1,1,,41.31192442,41.31192442,41.31192442,40,276,272,264,249,0.033333333,0.066666667,0.142857143,,1,0,0,0,1,0,0,0,1,0,0,0,,,,,1551,0.01
0,0,0,0,0,0,1.666666667,3.666666667,0.333333333,0,0,0,0.333333333,1.333333333,0,0,0,0,1.666666667,3.666666667,0.333333333,1.166666667,1.5,0,2.3669688,3.741445333,0.271360344,33.33333333,39.47089947,31.17845118,0,0,0,0,0,0,2.5,1,0.5,0,0,0,0.5,0,0,0,0,0,2.5,1,0.5,1.75,0,0,3.5504532,0.989979183,0.407040517,25,33.4375,23.61111111,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,5,2,0,3.5,0,0,7.1009064,1.979958367,0,48.18181818,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,64,71,68.71428571,64,71,68.75,51,71,61.76470588,,0,0,0,,3.623571429,3.170625,2.651882353,,3.571428571,3.625,3.470588235,,-72.42857143,-74,-77.23529412,,1,1,1,,59.46570221,57.60516647,75.23776925,40,276,272,264,249,0.1,0.133333333,0.142857143,,1,0,0,0,1,0,0,0,1,0,0,0,,,,,1552,0
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,14.07094173,0,0,50,100,49.09090909,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,14.07094173,0,0,50,100,47.22222222,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,14.07094173,0,0,48.18181818,100,44.11764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,9,9,9,9,9,9,9,9,9,,0,0,0,,37.806,37.806,37.806,,15,15,15,,-113,-113,-113,,0,0,0,,25.58464151,25.58464151,25.58464151,34,23,19,11,0,0.033333333,0.066666667,0.142857143,,1,0,0,0,1,0,0,0,1,0,0,0,,,,,1553,0
0.166666667,0,0,0.666666667,0.166666667,0.833333333,9.333333333,2.833333333,4.5,3.666666667,4.5,0,6,1.666666667,2.333333333,0,0,0,13,7.333333333,4.5,14.98611111,5.955555556,6.491666667,24.69459709,10.48007692,9.374192578,59.25925926,50.06191538,40.40965208,0.166666667,0,0,0.666666667,0.166666667,0.833333333,9.333333333,2.833333333,4.5,3.666666667,4.5,0,6,1.666666667,2.333333333,0,0,0,13,7.333333333,4.5,14.98611111,5.955555556,6.491666667,24.69459709,10.48007692,9.374192578,59.25925926,49.28479898,39.47530864,0,0,0,0.666666667,0.333333333,1.666666667,4.333333333,0,7.333333333,7.333333333,9,0,5,1.666666667,3.666666667,0,0,0,11.66666667,9,7.333333333,11.62222222,7.261111111,11.23888889,18.67015054,12.20380707,15.74361716,62.35690236,46.01249814,35.58460421,0,0,0,1,0,3,13,0,4,0,0,0,8,0,4,0,0,0,13,0,4,15.41666667,0,15.15,23.25898438,0,18.06636993,100,61.53846154,43.75,6,23,41,29.58823529,23,77,51.27380952,9,77,37.38926174,9,77,37.38926174,3.436411765,1.354892857,0.932798658,0.932798658,9.579882353,5.315583333,5.011785235,5.011785235,3.941176471,4.297619048,4.261744966,4.261744966,85,85,85,85,0,0,0,0,66.06113959,50.83919556,44.89452041,44.89452041,25,185,181,173,158,0.2,0.4,0.428571429,0.333333333,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1554,6.54
0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,2.988897067,0,0,50,50,49.09090909,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,2.988897067,0,0,50,50,47.22222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,21,21,21,21,21,21,,,0,0,,,6.4925,6.4925,,,3,3,,,85,85,,,0,0,,,50.18573629,50.18573629,29,170,166,158,143,0.033333333,0.066666667,,,1,0,0,0,1,0,0,0,,,,,,,,,1555,0
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2.5,0,0,2.99524235,0,0,50,0,49.09090909,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2.5,0,0,2.99524235,0,0,50,0,47.22222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,21,34,24.2,21,34,24.2,,,0,0,,,0,0,,,3.2,3.2,,,85,85,,,0,0,,,50.07942012,50.07942012,29,170,166,158,143,0.033333333,0.066666667,,,1,0,0,0,1,0,0,0,,,,,,,,,1556,0
0,0.111111111,0.111111111,0.055555556,0.111111111,0.111111111,7.333333333,22.66666667,13.66666667,0.5,0.666666667,1.666666667,3.333333333,11.38888889,6.777777778,0.111111111,0.611111111,0.277777778,7.833333333,23.33333333,15.33333333,5.444444444,19.19444444,11.55555556,21.62653881,46.28699525,36.2056103,48.59226445,46.0674323,54.42039577,0,0,0.25,0,0.125,0.25,10.125,21.375,20.625,0,0,0,4.25,10.5,8.75,0.25,0.75,0.125,10.125,21.375,20.625,7.4375,16.9375,13.9375,24.23567141,37.44045953,46.62421062,48.29267904,44.41582723,56.69345188,0,0,0,0,0,0,7.333333333,20.66666667,12.66666667,0,0,0,2.666666667,9,4.333333333,0,1,0.333333333,7.333333333,20.66666667,12.66666667,5.5,13.16666667,5.833333333,27.94358222,30.40570859,43.3767084,43.52472089,37.68563981,52.72536688,0,0,0,0,0,0,13,3,38,0,0,0,6,2,13,0,1,1,13,3,38,13.5,5,17.5,56.27650127,8.681086217,130.1301252,34.21052632,46.15384615,66.66666667,18,17,92,34.2962963,17,92,34.81967213,9,97,47.56594724,9,100,47.30585424,0,0,0,0,2.332888889,2.783057377,3.540364508,4.739933094,4.166666667,4.180327869,4.316546763,4.298685783,85,85,85,85,0,0,0,0,28.75629594,34.99596984,44.251938,40.51448328,29,170,166,158,143,0.6,0.533333333,0.428571429,0.333333333,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1557,19.88
0,0,0,0.344827586,0.620689655,0,28.65517241,47.48275862,4.655172414,9,16.06896552,2.344827586,19.4137931,30.13793103,3.482758621,9.275862069,16.03448276,1.931034483,37.65517241,63.55172414,7,34.06896552,53.89655172,6.068965517,50.69743158,83.62782595,9.6316256,51.32243555,52.1772948,46.6836678,0,0,0,0.142857143,0.428571429,0,22.57142857,57,3.857142857,5.642857143,19.64285714,0.071428571,14.42857143,37.21428571,2.071428571,7.928571429,22.57142857,1.214285714,28.21428571,76.64285714,3.928571429,23.64285714,63.10714286,3.428571429,36.6051879,98.78312823,4.874679225,50.62009419,51.40304348,47.45284072,0,0,0,0.166666667,0.5,0,11,59.33333333,5,5.166666667,12.33333333,0,8,33.83333333,3,4.833333333,20.66666667,2,16.16666667,71.66666667,5,14.25,56.58333333,4.75,21.60920448,87.46911331,6.249159839,53.87112887,46.45787713,44.43987528,0,0,0,0,0.5,0,5,107,5,0,0,0,2.5,59,3,1,35.5,2.5,5,107,5,4.25,93.25,5,6.175374025,131.5329041,6.059160217,53.52941176,47.13700234,54.88596491,29,17,68,35.72222222,12,100,50.61938959,10,100,54.43269862,9,100,53.84002549,0.005760684,0.002420108,0.002497702,0.012702677,5.256423077,5.088445242,4.992020355,3.828022945,3.58974359,3.57989228,3.548916612,3.626513703,85,85,85,85,0,0.064631957,0.024294156,0.08486297,75.22565698,69.88794142,69.09978525,69.53231381,26,43,39,31,16,0.966666667,0.933333333,0.857142857,0.666666667,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1558,17.56
0,0,0,0,0,0,6.25,2.75,2,0,0,0,2.5,0.25,1,0,0,0,6.25,2.75,2,7.854166667,1.633333333,1.966666667,11.60239834,2.296496663,2.710319613,50,36.0515873,49.54545455,0,0,0,0,0,0,6.25,2.75,2,0,0,0,2.5,0.25,1,0,0,0,6.25,2.75,2,7.854166667,1.633333333,1.966666667,11.60239834,2.296496663,2.710319613,50,35.46875,48.61111111,0,0,0,0,0,0,5,5.5,4,0,0,0,3.5,0.5,2,0,0,0,5,5.5,4,9.916666667,3.266666667,3.933333333,15.02848164,4.592993325,5.420639225,49.09090909,57.34042553,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,12,84,52.48275862,12,84,50.61363636,12,84,50.61363636,,0,0.119318182,0.119318182,,8.571034483,9.131318182,9.131318182,,3.068965517,3.022727273,3.022727273,,85,85,85,,0,0,0,,34.74147563,35.67296911,35.67296911,26,43,39,31,16,0.133333333,0.266666667,0.285714286,,1,0,0,0,1,0,0,0,1,0,0,0,,,,,1559,0
0,0,0,0.125,0.125,0,1.25,1.375,0,0.125,0.375,0,0.625,0.625,0,0,0.125,0,1.375,1.75,0,1.841666667,2.114583333,0,3.363622525,4.057008488,0,50,38.45238095,44.89718615,0,0,0,0,0,0,0.666666667,1,0,0.333333333,0,0,0,0.333333333,0,0,0,0,1,1,0,0.5,1.066666667,0,1.513866789,2.184677122,0,50,15.625,32.40740741,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,2.0066506,0,0,48.18181818,0,44.11764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,91,91,91,10,91,51.16666667,10,91,50.4,,0,0,0,,0,0.749166667,2.94044,,12,9.166666667,8.8,,85,85,51.688,,1,0.583333333,0.74,,14.95028581,18.92636715,37.39574162,40,58,54,46,31,0.266666667,0.2,0.142857143,,1,0,0,0,1,0,0,0,1,0,0,0,,,,,1560,0.03
0.058823529,0,0,0.176470588,0.411764706,0,3.705882353,9.411764706,0.294117647,1,1.823529412,0.647058824,2.529411765,6.588235294,0.588235294,0.235294118,0.529411765,0.058823529,4.705882353,11.23529412,0.941176471,15.82352941,28.23529412,4.205882353,30.92893335,49.93912095,8.673349482,55.14705882,51.99685935,59.5827228,0.125,0,0,0,0.625,0,3.75,12.875,0.375,0,0.25,0,1.75,7.5,0.375,0.25,0.75,0.125,3.75,13.125,0.375,10.875,30.1875,3.125,26.97974871,58.51280083,4.548293794,56.25,39.27556818,56.88183685,0,0,0,0,0,0,2.5,5,0,0,0,0,1.5,2.5,0,1,0,0,2.5,5,0,11.25,6.25,0,26.432018,11.66975639,0,48.18181818,37.5,47.05882353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,44,65,49.53333333,10,84,42.25362319,9,88,42.26480836,,0,0,1.704731707,,4.8302,3.925934783,4.286010453,,11.6,10.57971014,10.51916376,,85,81.352657,76.56097561,,0.788888889,0.912198068,0.925344284,,22.43989981,38.23264946,40.44136364,40,58,54,46,31,0.566666667,0.533333333,0.285714286,,1,0,0,0,1,0,0,0,1,0,0,0,,,,,1561,1.76
0,0,0,0.625,0.375,0,18.875,6.875,2.25,0,0,0,4.125,1.625,0.625,0.125,0,0,18.875,6.875,2.25,15.35625,5.7375,2.341666667,53.27014836,12.7624421,12.73755349,41.40625,28.46197528,30.37878788,0,0,0,0.666666667,0,0,19.66666667,6,0,0,0,0,3,0.666666667,0,0,0,0,19.66666667,6,0,14.97777778,3.438888889,0,46.96307172,12.51628444,0,50,13.37285903,24.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,16,94,50.85714286,16,94,57.49107143,,,0,0.165446429,,,2.965155844,5.212897321,,,5,5.133928571,,,85,85,,,0.948051948,0.747767857,,,21.85632266,21.51830522,41,257,253,245,230,0.266666667,0.2,,,1,0,0,0,1,0,0,0,,,,,,,,,1562,0
0.555555556,0,0,0.555555556,0.111111111,0.111111111,20.77777778,4,3.333333333,5.555555556,2.444444444,0.333333333,11.11111111,1.888888889,2.111111111,2.111111111,0,0.111111111,26.33333333,6.444444444,3.666666667,25.94444444,3.666666667,8.444444444,99.76539224,15.371331,17.49860392,48.51851852,47.94340779,44.80359147,0.166666667,0,0,0.166666667,0.166666667,0.166666667,18,6,2.166666667,8.333333333,3.666666667,0.5,10.83333333,2.833333333,1.833333333,1.5,0,0,26.33333333,9.666666667,2.666666667,26,5.5,7.833333333,116.0339141,23.0569965,14.850805,55.55555556,40.8689001,41.41414141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,15,96,59.97844828,15,96,61.72865854,,,0.251362069,1.478667683,,,6.127198276,6.486661585,,,5.280172414,5.25,,,85,85,,,0.903017241,0.785060976,,,23.74275216,27.84577392,41,257,253,245,230,0.3,0.4,,,1,0,0,0,1,0,0,0,,,,,,,,,1563,0
0.071428571,0.071428571,0,0.285714286,0.928571429,0.285714286,14,27.71428571,52.42857143,2.714285714,11.57142857,9.642857143,8.214285714,17.35714286,31.42857143,0,0,0,16.71428571,39.28571429,62.07142857,21.75,46.39285714,69.82142857,31.02999458,67.88159311,99.00200128,49.05888383,48.05588902,48.21492617,0.090909091,0.090909091,0,0.363636364,1.090909091,0.272727273,14.81818182,19.54545455,42.63636364,3.454545455,14.72727273,12.27272727,9,15.90909091,26.18181818,0,0,0,18.27272727,34.27272727,54.90909091,25.13636364,42.54545455,60.59090909,35.19917793,61.34048139,88.46410144,47.46452533,46.61876114,49.31885864,0.2,0,0,0.6,0.2,0.6,22.4,12.6,55.2,6,7,15.8,14.6,7.8,35.4,0,0,0,28.4,19.6,71,39.2,17.9,86.6,53.96720034,30.06334467,121.2309999,48.68616161,48.10283688,43.67693744,0.5,0,0,1,0,0.5,44,0,33.5,12,0,0,28,0,13.5,0,0,0,56,0,33.5,80,0,30.75,110.7201168,0,48.67313829,43.6786655,50,43.75,14,16,45,29.26815642,11,63,33.25546218,10,89,33.22588832,10,89,36.58136721,0,0.018608403,0.035058376,0.040733817,4.026357542,4.225536134,4.558803723,4.290345433,2.905027933,2.830252101,2.806260575,2.761040532,85,85,85,85,1,1,1,0.999395039,78.61687746,80.18647625,82.37965213,83.23112887,28,157,153,145,130,0.466666667,0.733333333,0.714285714,0.666666667,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1564,35.16
0.045454545,0,0,0.136363636,0,0.318181818,12.54545455,0,22.81818182,3.318181818,0.227272727,10.59090909,8.272727273,0.136363636,18.68181818,0.727272727,0,1.363636364,15.86363636,0.227272727,33.40909091,18.63636364,0.295454545,40.02272727,39.27421379,0.427391197,88.88605667,56.29967342,47.56181773,49.58677686,0.125,0,0,0.25,0,0.25,13.875,0,23.875,2,0,10.5,7.25,0,16.75,0.625,0,1.125,15.875,0,34.375,15.5,0,34.4375,33.00004576,0,80.06839138,50.0687092,38.56464106,47.22222222,0,0,0,0,0,0,0,0,51,0,0,0,0,0,21,0,0,2,0,0,51,0,0,44,0,0,107.5572403,41.17647059,44.68085106,44.11764706,0,0,0,0,0,0,0,0,51,0,0,0,0,0,21,0,0,2,0,0,51,0,0,44,0,0,107.5572403,41.17647059,44.27400468,43.75,22,37,58,47.98039216,37,58,47.98039216,11,97,54.24626866,11,100,58.21303949,0.738803922,0.738803922,0.387345771,0.696443526,6.697098039,6.697098039,6.490231343,7.932464646,7.254901961,7.254901961,6.878109453,7.698806244,85,85,85,85,1,1,0.998756219,0.999540863,49.64798264,49.64798264,52.53455473,50.21335716,29,664,660,652,637,0.733333333,0.533333333,0.142857143,0.333333333,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1565,12.71
0,0,0,0.363636364,0.454545455,0.181818182,10.63636364,3.272727273,9.636363636,3.818181818,0,1.818181818,9.545454545,2.272727273,5.909090909,5.272727273,0.818181818,3.363636364,14.45454545,3.272727273,11.45454545,20.13636364,6.727272727,14.54545455,30.22533215,8.746580535,24.96502745,55.59233981,56.80954525,58.7768595,0,0,0,0.333333333,0.666666667,0.666666667,24.33333333,2,27.33333333,0,0,0,17.66666667,1.666666667,14,11.66666667,0.666666667,7.666666667,24.33333333,2,27.33333333,38.33333333,4.5,34.66666667,53.85916993,6.212925944,61.00417686,49.81080151,64.0233984,75.74074074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,29,100,71.07453416,19,100,69.99065421,,,0,0.013984424,,,5.357906832,5.050383178,,,1.956521739,1.894080997,,,85,85,,,0.98447205,0.989096573,,,74.41590162,72.21604158,31,275,271,263,248,0.366666667,0.2,,,1,0,0,0,1,0,0,0,,,,,,,,,1566,0
0.2,0,0,27,15.4,18.4,46.4,7,18.2,17.8,31.2,28.8,36.2,18.8,22.8,0,0,0,64.2,38.2,47,52.6,27.6,31.3,93.72249193,50.92493908,63.59423334,45.36507937,52.44295475,43.07117746,0.2,0,0,27,15.4,18.4,46.4,7,18.2,17.8,31.2,28.8,36.2,18.8,22.8,0,0,0,64.2,38.2,47,52.6,27.6,31.3,93.72249193,50.92493908,63.59423334,45.36507937,51.97668491,42.69744009,0.5,0,0,16,0.5,2,50.5,1.5,14,0,0,0,27.5,0.5,3,0,0,0,50.5,1.5,14,43.5,1,4.5,76.92617066,1.910778708,17.92700347,34.80519481,49.5681483,38.7254902,1,0,0,32,0,4,101,0,28,0,0,0,55,0,6,0,0,0,101,0,28,87,0,9,153.8523413,0,35.85400693,21.42857143,54.45544554,43.75,5,45,98,68.13953488,45,98,68.68181818,18,99,64.44042838,18,99,64.44042838,0,0,0.016795181,0.016795181,3.452224806,3.373765152,4.213309237,4.213309237,1.852713178,1.856060606,1.771084337,1.771084337,85,85,85,85,1,1,1,1,54.08358811,54.25574138,70.01480729,70.01480729,31,275,271,263,248,0.166666667,0.333333333,0.285714286,0.333333333,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1567,0
